latitude,longitude,quarter,year,sum_etage_hors_sol,sum_nombre_logement,nombre_logement_per_population,avg_annee_construction,sum_superficie_terrain,area,area_per_population,population,dwellings,dwellings_per_population,households,households_per_population,averagehouseholdsize,averageage,averagesizeofcensusfamilies,workers,workers_per_population,caserne_count,incendie_count,sum_superficie_batiment,superficie_batiment_per_population,incendie_count_last_100,incendie_count_last_300,alarm_incendie_count_last_100,total_crimes_last_100,vols_count_last_100,mefait_count_last_100,vol_de_vehicule_count_last_100,introduction_count_last_100,infractions_entrainant_count_last_100
45.4,-73.96,2,2017,0,0,0,1900,2732,1.57174,0.0044651704545454543,352,162,0.46022727272727271,149,0.42329545454545453,2.3,42,2.7,100,0.28409090909090912,0,0,831,2.3607954545454546,0,0,1,0,0,0,0,0,0
45.4,-73.96,3,2019,0,0,0,1900,2732,1.57174,0.0044651704545454543,352,162,0.46022727272727271,149,0.42329545454545453,2.3,42,2.7,100,0.28409090909090912,0,0,831,2.3607954545454546,0,0,0,0,0,0,0,0,0
45.41,-73.95,1,2015,728,730,2.3248407643312103,1949.98,253537,0.21093,0.000671751592356688,314,7,0.022292993630573247,0,0,0,91.6,0,0,0,0,0,80990,257.9299363057325,0,0,0,0,0,0,0,0,0
45.41,-73.95,2,2015,728,730,2.3248407643312103,1949.98,253537,0.21093,0.000671751592356688,314,7,0.022292993630573247,0,0,0,91.6,0,0,0,0,0,80990,257.9299363057325,0,0,2,5,1,1,1,1,0
45.41,-73.95,3,2015,728,730,2.3248407643312103,1949.98,253537,0.21093,0.000671751592356688,314,7,0.022292993630573247,0,0,0,91.6,0,0,0,0,0,80990,257.9299363057325,0,0,3,7,1,2,1,1,0
45.41,-73.95,4,2015,728,730,2.3248407643312103,1949.98,253537,0.21093,0.000671751592356688,314,7,0.022292993630573247,0,0,0,91.6,0,0,0,0,0,80990,257.9299363057325,0,0,1,7,0,1,2,2,0
45.41,-73.95,1,2016,728,730,2.3248407643312103,1949.98,253537,0.21093,0.000671751592356688,314,7,0.022292993630573247,0,0,0,91.6,0,0,0,0,1,80990,257.9299363057325,1,1,0,3,0,2,0,1,0
45.41,-73.95,2,2016,728,730,2.3248407643312103,1949.98,253537,0.21093,0.000671751592356688,314,7,0.022292993630573247,0,0,0,91.6,0,0,0,0,0,80990,257.9299363057325,1,1,4,2,0,2,0,0,0
45.41,-73.95,3,2016,728,730,2.3248407643312103,1949.98,253537,0.21093,0.000671751592356688,314,7,0.022292993630573247,0,0,0,91.6,0,0,0,0,0,80990,257.9299363057325,0,1,2,4,0,1,0,2,0
45.41,-73.95,4,2016,728,730,2.3248407643312103,1949.98,253537,0.21093,0.000671751592356688,314,7,0.022292993630573247,0,0,0,91.6,0,0,0,0,0,80990,257.9299363057325,0,1,0,3,1,0,0,2,0
45.41,-73.95,1,2017,728,730,2.3248407643312103,1949.98,253537,0.21093,0.000671751592356688,314,7,0.022292993630573247,0,0,0,91.6,0,0,0,0,0,80990,257.9299363057325,0,0,3,2,0,1,0,0,0
45.41,-73.95,2,2017,728,730,2.3248407643312103,1949.98,253537,0.21093,0.000671751592356688,314,7,0.022292993630573247,0,0,0,91.6,0,0,0,0,0,80990,257.9299363057325,0,0,2,4,0,0,1,2,0
45.41,-73.95,3,2017,728,730,2.3248407643312103,1949.98,253537,0.21093,0.000671751592356688,314,7,0.022292993630573247,0,0,0,91.6,0,0,0,0,0,80990,257.9299363057325,0,0,4,3,0,0,1,2,0
45.41,-73.95,4,2017,728,730,2.3248407643312103,1949.98,253537,0.21093,0.000671751592356688,314,7,0.022292993630573247,0,0,0,91.6,0,0,0,0,1,80990,257.9299363057325,1,1,4,2,0,1,0,1,0
45.41,-73.95,1,2018,728,730,2.3248407643312103,1949.98,253537,0.21093,0.000671751592356688,314,7,0.022292993630573247,0,0,0,91.6,0,0,0,0,0,80990,257.9299363057325,1,1,6,3,1,0,0,1,0
45.41,-73.95,2,2018,728,730,2.3248407643312103,1949.98,253537,0.21093,0.000671751592356688,314,7,0.022292993630573247,0,0,0,91.6,0,0,0,0,0,80990,257.9299363057325,0,1,1,2,1,0,0,1,0
45.41,-73.95,3,2018,728,730,2.3248407643312103,1949.98,253537,0.21093,0.000671751592356688,314,7,0.022292993630573247,0,0,0,91.6,0,0,0,0,0,80990,257.9299363057325,0,1,4,3,1,1,0,1,0
45.41,-73.95,4,2018,728,730,2.3248407643312103,1949.98,253537,0.21093,0.000671751592356688,314,7,0.022292993630573247,0,0,0,91.6,0,0,0,0,0,80990,257.9299363057325,0,0,7,3,1,0,0,2,0
45.41,-73.95,1,2019,728,730,2.3248407643312103,1949.98,253537,0.21093,0.000671751592356688,314,7,0.022292993630573247,0,0,0,91.6,0,0,0,0,0,80990,257.9299363057325,0,0,2,7,0,0,1,5,0
45.41,-73.95,2,2019,728,730,2.3248407643312103,1949.98,253537,0.21093,0.000671751592356688,314,7,0.022292993630573247,0,0,0,91.6,0,0,0,0,0,80990,257.9299363057325,0,0,1,4,0,1,3,0,0
45.41,-73.95,3,2019,728,730,2.3248407643312103,1949.98,253537,0.21093,0.000671751592356688,314,7,0.022292993630573247,0,0,0,91.6,0,0,0,0,0,80990,257.9299363057325,0,0,2,3,0,2,0,0,0
45.41,-73.95,4,2019,728,730,2.3248407643312103,1949.98,253537,0.21093,0.000671751592356688,314,7,0.022292993630573247,0,0,0,91.6,0,0,0,0,0,80990,257.9299363057325,0,0,2,1,0,0,0,0,0
45.41,-73.95,1,2020,728,730,2.3248407643312103,1949.98,253537,0.21093,0.000671751592356688,314,7,0.022292993630573247,0,0,0,91.6,0,0,0,0,0,80990,257.9299363057325,0,0,1,4,0,0,1,3,0
45.41,-73.95,2,2020,728,730,2.3248407643312103,1949.98,253537,0.21093,0.000671751592356688,314,7,0.022292993630573247,0,0,0,91.6,0,0,0,0,1,80990,257.9299363057325,0,0,1,3,0,1,1,1,0
45.41,-73.95,3,2020,728,730,2.3248407643312103,1949.98,253537,0.21093,0.000671751592356688,314,7,0.022292993630573247,0,0,0,91.6,0,0,0,0,0,80990,257.9299363057325,1,1,4,3,0,2,0,1,0
45.41,-73.95,4,2020,728,730,2.3248407643312103,1949.98,253537,0.21093,0.000671751592356688,314,7,0.022292993630573247,0,0,0,91.6,0,0,0,0,0,80990,257.9299363057325,0,1,5,4,0,3,1,0,0
45.41,-73.94,1,2015,6,3,0.00264783759929391,1915.5,30385,9.28377,0.0081939717563989413,1133,347,0.30626654898499561,335,0.29567519858781993,2.9,37.3,3.1,365,0.32215357458075905,0,0,8897,7.8526037069726389,0,0,0,0,0,0,0,0,0
45.41,-73.94,2,2015,6,3,0.00264783759929391,1915.5,30385,9.28377,0.0081939717563989413,1133,347,0.30626654898499561,335,0.29567519858781993,2.9,37.3,3.1,365,0.32215357458075905,0,0,8897,7.8526037069726389,0,0,2,0,0,0,0,0,0
45.41,-73.94,3,2015,6,3,0.00264783759929391,1915.5,30385,9.28377,0.0081939717563989413,1133,347,0.30626654898499561,335,0.29567519858781993,2.9,37.3,3.1,365,0.32215357458075905,0,0,8897,7.8526037069726389,0,0,2,1,0,0,0,1,0
45.41,-73.94,1,2016,6,3,0.00264783759929391,1915.5,30385,9.28377,0.0081939717563989413,1133,347,0.30626654898499561,335,0.29567519858781993,2.9,37.3,3.1,365,0.32215357458075905,0,0,8897,7.8526037069726389,0,0,0,0,0,0,0,0,0
45.41,-73.94,2,2016,6,3,0.00264783759929391,1915.5,30385,9.28377,0.0081939717563989413,1133,347,0.30626654898499561,335,0.29567519858781993,2.9,37.3,3.1,365,0.32215357458075905,0,0,8897,7.8526037069726389,0,0,2,0,0,0,0,0,0
45.41,-73.94,1,2017,6,3,0.00264783759929391,1915.5,30385,9.28377,0.0081939717563989413,1133,347,0.30626654898499561,335,0.29567519858781993,2.9,37.3,3.1,365,0.32215357458075905,0,0,8897,7.8526037069726389,0,0,0,0,0,0,0,0,0
45.41,-73.94,2,2017,6,3,0.00264783759929391,1915.5,30385,9.28377,0.0081939717563989413,1133,347,0.30626654898499561,335,0.29567519858781993,2.9,37.3,3.1,365,0.32215357458075905,0,0,8897,7.8526037069726389,0,0,2,0,0,0,0,0,0
45.41,-73.94,3,2017,6,3,0.00264783759929391,1915.5,30385,9.28377,0.0081939717563989413,1133,347,0.30626654898499561,335,0.29567519858781993,2.9,37.3,3.1,365,0.32215357458075905,0,0,8897,7.8526037069726389,0,0,1,0,0,0,0,0,0
45.41,-73.94,1,2019,6,3,0.00264783759929391,1915.5,30385,9.28377,0.0081939717563989413,1133,347,0.30626654898499561,335,0.29567519858781993,2.9,37.3,3.1,365,0.32215357458075905,0,0,8897,7.8526037069726389,0,0,0,1,0,0,0,0,0
45.41,-73.94,4,2019,6,3,0.00264783759929391,1915.5,30385,9.28377,0.0081939717563989413,1133,347,0.30626654898499561,335,0.29567519858781993,2.9,37.3,3.1,365,0.32215357458075905,0,0,8897,7.8526037069726389,0,0,1,0,0,0,0,0,0
45.41,-73.94,1,2020,6,3,0.00264783759929391,1915.5,30385,9.28377,0.0081939717563989413,1133,347,0.30626654898499561,335,0.29567519858781993,2.9,37.3,3.1,365,0.32215357458075905,0,0,8897,7.8526037069726389,0,0,2,0,0,0,0,0,0
45.41,-73.94,2,2020,6,3,0.00264783759929391,1915.5,30385,9.28377,0.0081939717563989413,1133,347,0.30626654898499561,335,0.29567519858781993,2.9,37.3,3.1,365,0.32215357458075905,0,0,8897,7.8526037069726389,0,0,2,0,0,0,0,0,0
45.41,-73.94,3,2020,6,3,0.00264783759929391,1915.5,30385,9.28377,0.0081939717563989413,1133,347,0.30626654898499561,335,0.29567519858781993,2.9,37.3,3.1,365,0.32215357458075905,0,0,8897,7.8526037069726389,0,0,3,0,0,0,0,0,0
45.41,-73.93,1,2015,385,268,0.42338072669826227,1958.56,427074,3.05951,0.0048333491311216429,633,249,0.39336492890995262,241,0.38072669826224331,2.6,44.8,3,150,0.23696682464454977,0,0,46210,73.001579778830958,0,0,0,1,0,0,0,1,0
45.41,-73.93,2,2015,385,268,0.42338072669826227,1958.56,427074,3.05951,0.0048333491311216429,633,249,0.39336492890995262,241,0.38072669826224331,2.6,44.8,3,150,0.23696682464454977,0,0,46210,73.001579778830958,0,0,0,4,0,0,1,3,0
45.41,-73.93,3,2015,385,268,0.42338072669826227,1958.56,427074,3.05951,0.0048333491311216429,633,249,0.39336492890995262,241,0.38072669826224331,2.6,44.8,3,150,0.23696682464454977,0,0,46210,73.001579778830958,0,0,1,0,0,0,0,0,0
45.41,-73.93,4,2015,385,268,0.42338072669826227,1958.56,427074,3.05951,0.0048333491311216429,633,249,0.39336492890995262,241,0.38072669826224331,2.6,44.8,3,150,0.23696682464454977,0,0,46210,73.001579778830958,0,0,1,1,0,0,0,1,0
45.41,-73.93,1,2016,385,268,0.42338072669826227,1958.56,427074,3.05951,0.0048333491311216429,633,249,0.39336492890995262,241,0.38072669826224331,2.6,44.8,3,150,0.23696682464454977,0,0,46210,73.001579778830958,0,0,1,1,0,0,0,0,0
45.41,-73.93,2,2016,385,268,0.42338072669826227,1958.56,427074,3.05951,0.0048333491311216429,633,249,0.39336492890995262,241,0.38072669826224331,2.6,44.8,3,150,0.23696682464454977,0,0,46210,73.001579778830958,0,0,0,1,0,0,0,1,0
45.41,-73.93,3,2016,385,268,0.42338072669826227,1958.56,427074,3.05951,0.0048333491311216429,633,249,0.39336492890995262,241,0.38072669826224331,2.6,44.8,3,150,0.23696682464454977,0,0,46210,73.001579778830958,0,0,2,2,0,0,0,2,0
45.41,-73.93,4,2016,385,268,0.42338072669826227,1958.56,427074,3.05951,0.0048333491311216429,633,249,0.39336492890995262,241,0.38072669826224331,2.6,44.8,3,150,0.23696682464454977,0,0,46210,73.001579778830958,0,0,0,3,0,0,0,3,0
45.41,-73.93,1,2017,385,268,0.42338072669826227,1958.56,427074,3.05951,0.0048333491311216429,633,249,0.39336492890995262,241,0.38072669826224331,2.6,44.8,3,150,0.23696682464454977,0,0,46210,73.001579778830958,0,0,1,2,0,0,0,2,0
45.41,-73.93,2,2017,385,268,0.42338072669826227,1958.56,427074,3.05951,0.0048333491311216429,633,249,0.39336492890995262,241,0.38072669826224331,2.6,44.8,3,150,0.23696682464454977,0,0,46210,73.001579778830958,0,0,1,1,0,0,0,1,0
45.41,-73.93,3,2017,385,268,0.42338072669826227,1958.56,427074,3.05951,0.0048333491311216429,633,249,0.39336492890995262,241,0.38072669826224331,2.6,44.8,3,150,0.23696682464454977,0,0,46210,73.001579778830958,0,0,0,2,0,0,0,2,0
45.41,-73.93,1,2018,385,268,0.42338072669826227,1958.56,427074,3.05951,0.0048333491311216429,633,249,0.39336492890995262,241,0.38072669826224331,2.6,44.8,3,150,0.23696682464454977,0,0,46210,73.001579778830958,0,0,0,1,0,0,0,1,0
45.41,-73.93,2,2018,385,268,0.42338072669826227,1958.56,427074,3.05951,0.0048333491311216429,633,249,0.39336492890995262,241,0.38072669826224331,2.6,44.8,3,150,0.23696682464454977,0,0,46210,73.001579778830958,0,0,0,2,0,0,0,2,0
45.41,-73.93,4,2018,385,268,0.42338072669826227,1958.56,427074,3.05951,0.0048333491311216429,633,249,0.39336492890995262,241,0.38072669826224331,2.6,44.8,3,150,0.23696682464454977,0,0,46210,73.001579778830958,0,0,0,0,0,0,0,0,0
45.41,-73.93,1,2019,385,268,0.42338072669826227,1958.56,427074,3.05951,0.0048333491311216429,633,249,0.39336492890995262,241,0.38072669826224331,2.6,44.8,3,150,0.23696682464454977,0,0,46210,73.001579778830958,0,0,2,0,0,0,0,0,0
45.41,-73.93,2,2019,385,268,0.42338072669826227,1958.56,427074,3.05951,0.0048333491311216429,633,249,0.39336492890995262,241,0.38072669826224331,2.6,44.8,3,150,0.23696682464454977,0,0,46210,73.001579778830958,0,0,1,1,0,1,0,0,0
45.41,-73.93,3,2019,385,268,0.42338072669826227,1958.56,427074,3.05951,0.0048333491311216429,633,249,0.39336492890995262,241,0.38072669826224331,2.6,44.8,3,150,0.23696682464454977,0,1,46210,73.001579778830958,0,0,1,3,0,0,0,2,0
45.41,-73.93,1,2020,385,268,0.42338072669826227,1958.56,427074,3.05951,0.0048333491311216429,633,249,0.39336492890995262,241,0.38072669826224331,2.6,44.8,3,150,0.23696682464454977,0,0,46210,73.001579778830958,0,1,0,0,0,0,0,0,0
45.41,-73.93,2,2020,385,268,0.42338072669826227,1958.56,427074,3.05951,0.0048333491311216429,633,249,0.39336492890995262,241,0.38072669826224331,2.6,44.8,3,150,0.23696682464454977,0,0,46210,73.001579778830958,0,1,0,1,0,0,0,1,0
45.41,-73.93,3,2020,385,268,0.42338072669826227,1958.56,427074,3.05951,0.0048333491311216429,633,249,0.39336492890995262,241,0.38072669826224331,2.6,44.8,3,150,0.23696682464454977,0,0,46210,73.001579778830958,0,0,3,5,0,0,1,1,0
45.41,-73.92,1,2015,351,226,0.3951048951048951,1964.57,396756,0.47767,0.00083508741258741257,572,180,0.31468531468531469,173,0.30244755244755245,2.7,51.1,2.9,125,0.21853146853146854,0,0,46376,81.07692307692308,0,0,0,0,0,0,0,0,0
45.41,-73.92,2,2015,351,226,0.3951048951048951,1964.57,396756,0.47767,0.00083508741258741257,572,180,0.31468531468531469,173,0.30244755244755245,2.7,51.1,2.9,125,0.21853146853146854,0,0,46376,81.07692307692308,0,0,0,1,0,0,0,1,0
45.41,-73.92,3,2015,351,226,0.3951048951048951,1964.57,396756,0.47767,0.00083508741258741257,572,180,0.31468531468531469,173,0.30244755244755245,2.7,51.1,2.9,125,0.21853146853146854,0,0,46376,81.07692307692308,0,0,0,2,0,0,0,1,0
45.41,-73.92,4,2015,351,226,0.3951048951048951,1964.57,396756,0.47767,0.00083508741258741257,572,180,0.31468531468531469,173,0.30244755244755245,2.7,51.1,2.9,125,0.21853146853146854,0,0,46376,81.07692307692308,0,0,3,0,0,0,0,0,0
45.41,-73.92,1,2016,351,226,0.3951048951048951,1964.57,396756,0.47767,0.00083508741258741257,572,180,0.31468531468531469,173,0.30244755244755245,2.7,51.1,2.9,125,0.21853146853146854,0,0,46376,81.07692307692308,0,0,3,2,0,1,0,1,0
45.41,-73.92,2,2016,351,226,0.3951048951048951,1964.57,396756,0.47767,0.00083508741258741257,572,180,0.31468531468531469,173,0.30244755244755245,2.7,51.1,2.9,125,0.21853146853146854,0,0,46376,81.07692307692308,0,0,1,6,0,0,0,5,0
45.41,-73.92,3,2016,351,226,0.3951048951048951,1964.57,396756,0.47767,0.00083508741258741257,572,180,0.31468531468531469,173,0.30244755244755245,2.7,51.1,2.9,125,0.21853146853146854,0,0,46376,81.07692307692308,0,0,1,3,0,0,0,2,0
45.41,-73.92,4,2016,351,226,0.3951048951048951,1964.57,396756,0.47767,0.00083508741258741257,572,180,0.31468531468531469,173,0.30244755244755245,2.7,51.1,2.9,125,0.21853146853146854,0,0,46376,81.07692307692308,0,0,1,3,0,0,0,2,0
45.41,-73.92,1,2017,351,226,0.3951048951048951,1964.57,396756,0.47767,0.00083508741258741257,572,180,0.31468531468531469,173,0.30244755244755245,2.7,51.1,2.9,125,0.21853146853146854,0,0,46376,81.07692307692308,0,0,5,3,0,0,0,2,0
45.41,-73.92,2,2017,351,226,0.3951048951048951,1964.57,396756,0.47767,0.00083508741258741257,572,180,0.31468531468531469,173,0.30244755244755245,2.7,51.1,2.9,125,0.21853146853146854,0,0,46376,81.07692307692308,0,0,3,2,0,0,0,2,0
45.41,-73.92,3,2017,351,226,0.3951048951048951,1964.57,396756,0.47767,0.00083508741258741257,572,180,0.31468531468531469,173,0.30244755244755245,2.7,51.1,2.9,125,0.21853146853146854,0,0,46376,81.07692307692308,0,0,4,2,0,0,0,2,0
45.41,-73.92,4,2017,351,226,0.3951048951048951,1964.57,396756,0.47767,0.00083508741258741257,572,180,0.31468531468531469,173,0.30244755244755245,2.7,51.1,2.9,125,0.21853146853146854,0,0,46376,81.07692307692308,0,0,4,4,0,0,0,4,0
45.41,-73.92,1,2018,351,226,0.3951048951048951,1964.57,396756,0.47767,0.00083508741258741257,572,180,0.31468531468531469,173,0.30244755244755245,2.7,51.1,2.9,125,0.21853146853146854,0,0,46376,81.07692307692308,0,0,3,1,0,0,0,1,0
45.41,-73.92,2,2018,351,226,0.3951048951048951,1964.57,396756,0.47767,0.00083508741258741257,572,180,0.31468531468531469,173,0.30244755244755245,2.7,51.1,2.9,125,0.21853146853146854,0,0,46376,81.07692307692308,0,0,2,1,0,0,0,0,0
45.41,-73.92,3,2018,351,226,0.3951048951048951,1964.57,396756,0.47767,0.00083508741258741257,572,180,0.31468531468531469,173,0.30244755244755245,2.7,51.1,2.9,125,0.21853146853146854,0,0,46376,81.07692307692308,0,0,3,1,0,0,0,1,0
45.41,-73.92,4,2018,351,226,0.3951048951048951,1964.57,396756,0.47767,0.00083508741258741257,572,180,0.31468531468531469,173,0.30244755244755245,2.7,51.1,2.9,125,0.21853146853146854,0,0,46376,81.07692307692308,0,0,4,2,0,0,0,2,0
45.41,-73.92,2,2019,351,226,0.3951048951048951,1964.57,396756,0.47767,0.00083508741258741257,572,180,0.31468531468531469,173,0.30244755244755245,2.7,51.1,2.9,125,0.21853146853146854,0,0,46376,81.07692307692308,0,0,0,1,0,0,1,0,0
45.41,-73.92,3,2019,351,226,0.3951048951048951,1964.57,396756,0.47767,0.00083508741258741257,572,180,0.31468531468531469,173,0.30244755244755245,2.7,51.1,2.9,125,0.21853146853146854,0,0,46376,81.07692307692308,0,0,2,2,0,1,1,0,0
45.41,-73.92,4,2019,351,226,0.3951048951048951,1964.57,396756,0.47767,0.00083508741258741257,572,180,0.31468531468531469,173,0.30244755244755245,2.7,51.1,2.9,125,0.21853146853146854,0,1,46376,81.07692307692308,1,1,3,0,0,0,0,0,0
45.41,-73.92,1,2020,351,226,0.3951048951048951,1964.57,396756,0.47767,0.00083508741258741257,572,180,0.31468531468531469,173,0.30244755244755245,2.7,51.1,2.9,125,0.21853146853146854,0,0,46376,81.07692307692308,1,1,3,2,0,0,0,2,0
45.41,-73.92,2,2020,351,226,0.3951048951048951,1964.57,396756,0.47767,0.00083508741258741257,572,180,0.31468531468531469,173,0.30244755244755245,2.7,51.1,2.9,125,0.21853146853146854,0,0,46376,81.07692307692308,0,1,1,3,0,1,0,2,0
45.41,-73.92,3,2020,351,226,0.3951048951048951,1964.57,396756,0.47767,0.00083508741258741257,572,180,0.31468531468531469,173,0.30244755244755245,2.7,51.1,2.9,125,0.21853146853146854,0,0,46376,81.07692307692308,0,1,0,1,0,0,1,0,0
45.41,-73.92,4,2020,351,226,0.3951048951048951,1964.57,396756,0.47767,0.00083508741258741257,572,180,0.31468531468531469,173,0.30244755244755245,2.7,51.1,2.9,125,0.21853146853146854,0,0,46376,81.07692307692308,0,0,4,1,0,1,0,0,0
45.42,-73.96,2,2015,51,32,0.070484581497797363,1961.45,406973,1.06445,0.0023446035242290749,454,172,0.3788546255506608,165,0.36343612334801761,2.8,42.5,3,100,0.22026431718061673,0,0,14357,31.623348017621144,0,0,0,1,0,0,0,1,0
45.42,-73.96,1,2016,51,32,0.070484581497797363,1961.45,406973,1.06445,0.0023446035242290749,454,172,0.3788546255506608,165,0.36343612334801761,2.8,42.5,3,100,0.22026431718061673,0,0,14357,31.623348017621144,0,0,0,0,0,0,0,0,0
45.42,-73.96,1,2017,51,32,0.070484581497797363,1961.45,406973,1.06445,0.0023446035242290749,454,172,0.3788546255506608,165,0.36343612334801761,2.8,42.5,3,100,0.22026431718061673,0,0,14357,31.623348017621144,0,0,0,0,0,0,0,0,0
45.42,-73.96,1,2018,51,32,0.070484581497797363,1961.45,406973,1.06445,0.0023446035242290749,454,172,0.3788546255506608,165,0.36343612334801761,2.8,42.5,3,100,0.22026431718061673,0,1,14357,31.623348017621144,1,1,0,0,0,0,0,0,0
45.42,-73.96,2,2019,51,32,0.070484581497797363,1961.45,406973,1.06445,0.0023446035242290749,454,172,0.3788546255506608,165,0.36343612334801761,2.8,42.5,3,100,0.22026431718061673,0,0,14357,31.623348017621144,0,0,1,0,0,0,0,0,0
45.42,-73.96,3,2019,51,32,0.070484581497797363,1961.45,406973,1.06445,0.0023446035242290749,454,172,0.3788546255506608,165,0.36343612334801761,2.8,42.5,3,100,0.22026431718061673,0,0,14357,31.623348017621144,0,0,3,0,0,0,0,0,0
45.42,-73.96,4,2019,51,32,0.070484581497797363,1961.45,406973,1.06445,0.0023446035242290749,454,172,0.3788546255506608,165,0.36343612334801761,2.8,42.5,3,100,0.22026431718061673,0,0,14357,31.623348017621144,0,0,1,0,0,0,0,0,0
45.42,-73.95,3,2015,73,50,0.0441306266548985,1954.51,97674,9.28377,0.0081939717563989413,1133,347,0.30626654898499561,335,0.29567519858781993,2.9,37.3,3.1,365,0.32215357458075905,1,0,8904,7.8587819947043247,0,0,0,0,0,0,0,0,0
45.42,-73.95,1,2016,73,50,0.0441306266548985,1954.51,97674,9.28377,0.0081939717563989413,1133,347,0.30626654898499561,335,0.29567519858781993,2.9,37.3,3.1,365,0.32215357458075905,1,0,8904,7.8587819947043247,0,0,0,0,0,0,0,0,0
45.42,-73.95,2,2017,73,50,0.0441306266548985,1954.51,97674,9.28377,0.0081939717563989413,1133,347,0.30626654898499561,335,0.29567519858781993,2.9,37.3,3.1,365,0.32215357458075905,1,0,8904,7.8587819947043247,0,0,0,0,0,0,0,0,0
45.42,-73.95,4,2017,73,50,0.0441306266548985,1954.51,97674,9.28377,0.0081939717563989413,1133,347,0.30626654898499561,335,0.29567519858781993,2.9,37.3,3.1,365,0.32215357458075905,1,0,8904,7.8587819947043247,0,0,0,0,0,0,0,0,0
45.42,-73.95,1,2020,73,50,0.0441306266548985,1954.51,97674,9.28377,0.0081939717563989413,1133,347,0.30626654898499561,335,0.29567519858781993,2.9,37.3,3.1,365,0.32215357458075905,1,0,8904,7.8587819947043247,0,0,0,0,0,0,0,0,0
45.42,-73.95,2,2020,73,50,0.0441306266548985,1954.51,97674,9.28377,0.0081939717563989413,1133,347,0.30626654898499561,335,0.29567519858781993,2.9,37.3,3.1,365,0.32215357458075905,1,0,8904,7.8587819947043247,0,0,2,0,0,0,0,0,0
45.42,-73.94,3,2016,16,9,0.00794351279788173,1979.1,65264,9.28377,0.0081939717563989413,1133,347,0.30626654898499561,335,0.29567519858781993,2.9,37.3,3.1,365,0.32215357458075905,0,0,833,0.735216240070609,0,0,0,0,0,0,0,0,0
45.42,-73.94,4,2016,16,9,0.00794351279788173,1979.1,65264,9.28377,0.0081939717563989413,1133,347,0.30626654898499561,335,0.29567519858781993,2.9,37.3,3.1,365,0.32215357458075905,0,0,833,0.735216240070609,0,0,1,0,0,0,0,0,0
45.42,-73.94,2,2017,16,9,0.00794351279788173,1979.1,65264,9.28377,0.0081939717563989413,1133,347,0.30626654898499561,335,0.29567519858781993,2.9,37.3,3.1,365,0.32215357458075905,0,0,833,0.735216240070609,0,0,0,0,0,0,0,0,0
45.42,-73.94,3,2018,16,9,0.00794351279788173,1979.1,65264,9.28377,0.0081939717563989413,1133,347,0.30626654898499561,335,0.29567519858781993,2.9,37.3,3.1,365,0.32215357458075905,0,0,833,0.735216240070609,0,0,0,0,0,0,0,0,0
45.42,-73.94,1,2020,16,9,0.00794351279788173,1979.1,65264,9.28377,0.0081939717563989413,1133,347,0.30626654898499561,335,0.29567519858781993,2.9,37.3,3.1,365,0.32215357458075905,0,0,833,0.735216240070609,0,0,0,1,0,0,0,0,0
45.42,-73.94,2,2020,16,9,0.00794351279788173,1979.1,65264,9.28377,0.0081939717563989413,1133,347,0.30626654898499561,335,0.29567519858781993,2.9,37.3,3.1,365,0.32215357458075905,0,0,833,0.735216240070609,0,0,1,1,0,0,0,0,0
45.42,-73.93,1,2015,116,51,0.080568720379146919,2003.57,424570,3.05951,0.0048333491311216429,633,249,0.39336492890995262,241,0.38072669826224331,2.6,44.8,3,150,0.23696682464454977,0,0,82010,129.55766192733017,0,0,1,0,0,0,0,0,0
45.42,-73.93,4,2015,116,51,0.080568720379146919,2003.57,424570,3.05951,0.0048333491311216429,633,249,0.39336492890995262,241,0.38072669826224331,2.6,44.8,3,150,0.23696682464454977,0,0,82010,129.55766192733017,0,0,0,2,0,1,0,0,0
45.42,-73.93,1,2016,116,51,0.080568720379146919,2003.57,424570,3.05951,0.0048333491311216429,633,249,0.39336492890995262,241,0.38072669826224331,2.6,44.8,3,150,0.23696682464454977,0,0,82010,129.55766192733017,0,0,1,6,0,2,0,0,0
45.42,-73.93,2,2016,116,51,0.080568720379146919,2003.57,424570,3.05951,0.0048333491311216429,633,249,0.39336492890995262,241,0.38072669826224331,2.6,44.8,3,150,0.23696682464454977,0,0,82010,129.55766192733017,0,0,2,3,0,0,0,0,0
45.42,-73.93,3,2016,116,51,0.080568720379146919,2003.57,424570,3.05951,0.0048333491311216429,633,249,0.39336492890995262,241,0.38072669826224331,2.6,44.8,3,150,0.23696682464454977,0,0,82010,129.55766192733017,0,0,0,1,0,0,0,0,0
45.42,-73.93,1,2017,116,51,0.080568720379146919,2003.57,424570,3.05951,0.0048333491311216429,633,249,0.39336492890995262,241,0.38072669826224331,2.6,44.8,3,150,0.23696682464454977,0,0,82010,129.55766192733017,0,0,0,0,0,0,0,0,0
45.42,-73.93,2,2017,116,51,0.080568720379146919,2003.57,424570,3.05951,0.0048333491311216429,633,249,0.39336492890995262,241,0.38072669826224331,2.6,44.8,3,150,0.23696682464454977,0,0,82010,129.55766192733017,0,0,0,1,0,0,0,1,0
45.42,-73.93,3,2017,116,51,0.080568720379146919,2003.57,424570,3.05951,0.0048333491311216429,633,249,0.39336492890995262,241,0.38072669826224331,2.6,44.8,3,150,0.23696682464454977,0,1,82010,129.55766192733017,0,0,1,0,0,0,0,0,0
